id,song_name,level,level_index,score,rating,over_power,clear,full_combo,full_chain,rank,upload_time,play_time
551,Sparking Revolver,14+,3,994627,15.48508,77.4254,clear,,,sp,2026-04-21 03:28:18,2025-12-13 05:08:00
552,Gate of Doom,14+,3,998955,15.8582,79.291,clear,,,sp,2026-04-21 03:28:18,2025-12-13 05:05:00
187,患部で止まってすぐ溶ける～狂気の優曇華院,15,4,1001795,16.2795,81.3975,clear,,,ss,2026-04-21 03:28:18,2025-12-13 04:50:00
2641,マシンガンポエムドール,15,3,997550,16.002,80.01,clear,,,sp,2026-04-21 03:28:18,2025-12-13 04:43:00
2641,マシンガンポエムドール,15,3,993535,15.8414,79.207,clear,,,sp,2026-04-21 03:28:18,2025-12-13 04:40:00
2597,Stardust:RAY,15,3,997813,16.21252,81.0626,clear,,,sp,2026-04-21 03:28:18,2025-11-29 05:32:00
2625,Latent Kingdom,15,3,1002055,16.3055,81.5275,clear,,,ss,2026-04-21 03:28:18,2025-11-29 05:28:00
2432,Aiolos,15,3,1001609,16.1609,80.8045,clear,,,ss,2026-04-21 03:28:18,2025-11-29 05:21:00
2432,Aiolos,15,3,991965,15.6786,78.393,clear,,,sp,2026-04-21 03:28:18,2025-11-29 05:18:00
2597,Stardust:RAY,15,3,995622,16.12488,80.6244,clear,,,sp,2026-04-21 03:28:18,2025-11-15 04:12:00
2625,Latent Kingdom,15,3,1003916,16.4916,82.458,clear,,,ss,2026-04-21 03:28:18,2025-11-15 04:09:00
2616,黎命に殉ず,15,3,1002401,16.3401,81.7005,clear,,,ss,2026-04-21 03:28:18,2025-11-15 04:05:00
103,エンドマークに希望と涙を添えて,15,3,946578,13.29468,66.4734,failed,,,aa,2026-04-21 03:28:18,2025-11-12 12:10:00
428,Aleph-0,15,4,993311,16.13244,80.6622,clear,,,sp,2026-04-21 03:28:18,2025-11-12 12:06:00
2696,Tempestissimo,15,3,1005468,16.6936,83.468,clear,,,ssp,2026-04-21 03:28:18,2025-11-12 12:03:00
2600,其のエメラルドを見よ,15,3,1004408,16.5408,82.704,clear,,,ss,2026-04-21 03:28:18,2025-11-12 11:59:00
2625,Latent Kingdom,15,3,1001104,16.2104,81.052,clear,,,ss,2026-04-21 03:28:18,2025-11-12 11:55:00
